oath_id,author,title,reference,work_type,genre,work_date,date,reference_type,state,swearer,swearee,proposed_by,if_taken,if_refused,if_kept,if_broken,taken,impact,consequences_of_breach,statement,linguistic,gods_invoked,remarks
3344,Demosthenes,On the Crown,29-30,literary,Orat.,330,346,Oath,Pella,Philip of Macedon,Envoys,Philocrates,Peace treaty formalised,Hostilies will continue,unknown,unknown,yes,see remarks,unknown,"[? That they would abide by the following terms:
1. both parties recognised the territory of the other;
2. there was to be an alliance and peace between Philip and the Athenians, with no time limit;
3. the peace and the alliance was to be binding to the allies of both parties;
4. the seas were to be kept safe i.e. neither party was to support pirates]","eirhn, ork, wrk",unknown,"Demosthenes has a decree which he proposed read to the jurors. This decree stipulated that ambassadors should be sent to Philip - wherever they should ascertain that Philip might be - without delay to exchange the oaths with him.  
Demosthenes alleges that these ambassadors waited in Macedonia for three months until Philip returned from conquering Thrace, and complains that they could have saved the Thracians had they found Philip and made him swear the oaths before he captured Thrace.  
Demothenes argues that Philip would not have harmed Thrace with the Athenian envoys present, or else they would not have received his oath, and the peace would not have been concluded.  
For other references to the Peace of Philocrates see oath id 2517."
1379,Archilochus,Fragments,173.1,literary,iamb.,675-620,675 to 620,Oath,Paros,Lycambes,Archilochus,unknown,Friendship would be formalised,Friendship would not be formalised,unknown,unknown,yes,Friendship was formalised,Archilochus' poetic invective against Lycambes and his family,[That he would abide by the terms of their agreement],ork,Salt; Table,"This is a reference to Lycambes as oath-breaker. Ancient testimonia, doubtless relying on Archilochus’ own text, claim that Archilochus had been engaged to marry Lycambes' daughter Neoboule, and that Lycambes then broke off the engagement. This provoked Archilochus' invective against him and his family which allegedly provoked their suicide. Brown (p.69) comments that ""Lycambes is revealed as an oath breaker and thus a menace to society… However personal the insult, Archilochus treats his feud with Lycambes as a matter of public concern"". For Salt and Table as oath objects, cf. the use of the Table of Xenia in the Odyssey at oath ids 542, 545, 556, 561."
3651,Theopompus,Philippica,Fr. 225b Jacoby,literary,Hist.,324-322,359 to 336,Discussion,n/a,Philip of Macedon's companions,unknown,n/a,n/a,n/a,n/a,n/a,yes,unknown,unknown,n/a,ork,unknown,This refers to the debauched band of Philip's companions said to number not more than 800. Among many vices they were wont to commit perjury and cheating in the most august place.
2943,Plato,Alcibiades I,109d7-8,literary,Phil.,399-322,fictional time,Oath,Athens,Socrates,Alcibiades,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the seriousness of the statement,n/a,"[That he is not joking (when he says he wants to be introduced to the man who has taught Alcibiades to distinguish the just from the unjust)]
 Σκώπτεις, ὦ Σώκρατες.  {ΣΩ.} Οὐ μὰ τὸν Φίλιον τὸν ἐμόν τε καὶ σόν, ὃν ἐγὼ ἥκιστ’ ἂν ἐπιορκήσαιμι·","ma ton, ork",Zeus,"Socrates swears ""by the God of the Friendship between you and me” and qualifies this with the phrase ""by whom I would least perjure myself"" to emphasise the seriousness of his informal oath."
1396,Antiphanes,Boutalion,fr. 69.7-9 K-A,literary,Comic.,387-322,387 to 322,Oath,unknown,Philoumenon,unknown,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,unknown,"[That the swearer and her company very much enjoyed the fish that was brought to them]
 ἦλθεν φέρων ποτ’ ἰχθυοπώλης μαινίδας
καὶ τριγλίδας, καὶ νὴ Δί’ ἤρεσεν σφόδρα
ἡμῖν ἅπασιν.",nh,Zeus,The swearer is a free hetaira.
659,Aristophanes,Birds,673-674,literary,Comic.,414,414,Oath,unknown,Euelpides,Peisetaerus,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That they will have to peel Procne like an egg in order to kiss her]
 Ἀλλ’ ὥσπερ ᾠὸν νὴ Δί’ ἀπολέψαντα χρὴ 
 ἀπὸ τῆς κεφαλῆς τὸ λέμμα κᾆθ’ οὕτω φιλεῖν.",nh,Zeus,"Euelpides is intercepted by Tereus before he can put his plan into effect, but the oath statement is nonetheless true. E. does not swear that he will kiss Procne, he merely swears as to how he would have to go about it."
3201,Plato,Critias,120a-c,literary,Phil.,361-350,fictional time,Oath,Atlantis,The ten kings,World at large,unknown,They will prove themselves worthy rulers,They will not be worthy to rule,unknown,Grievous curses will be called down on the disobedient,yes,They will rule according to the laws,unknown,"[That they will give judgement according to the laws inscribed on the column, punish any who had theretofore or would thereafter transgress the laws, that they would trangress none of the laws wittingly, neither giving nor obeying commandment except according to the laws of their father]
 ὅτ’ οὖν κατὰ τοὺς αὑτῶν νόμους θύσαντες καθαγίζοιεν πάντα τοῦ ταύρου τὰ μέλη, κρατῆρα κεράσαντες ὑπὲρ ἑκάστου θρόμβον ἐνέβαλλον αἵματος, τὸ δ’ ἄλλ’ εἰς τὸ πῦρ ἔφερον, περικαθήραντες τὴν στήλην· μετὰ δὲ τοῦτο χρυσαῖς φιάλαις ἐκ τοῦ κρατῆρος ἀρυτόμενοι, κατὰ τοῦ πυρὸς σπένδοντες ἐπώμνυσαν δικάσειν τε κατὰ τοὺς ἐν τῇ στήλῃ νόμους καὶ κολάσειν εἴ τίς τι πρότερον παραβεβηκὼς εἴη, τό τε αὖ μετὰ τοῦτο μηδὲν τῶν γραμμάτων ἑκόντες παραβήσεσθαι, μηδὲ ἄρξειν μηδὲ ἄρχοντι πείσεσθαι πλὴν κατὰ τοὺς τοῦ πατρὸς ἐπιτάττοντι 
νόμους. ταῦτα ἐπευξάμενος ἕκαστος αὐτῶν αὑτῷ καὶ τῷ ἀφ’ αὑτοῦ γένει, πιὼν καὶ ἀναθεὶς τὴν φιάλην εἰς τὸ ἱερὸν τοῦ θεοῦ, περὶ τὸ δεῖπνον καὶ τἀναγκαῖα διατρίψας, ἐπειδὴ γίγνοιτο σκότος καὶ τὸ πῦρ ἐψυγμένον τὸ περὶ τὰ θύματα εἴη, πάντες οὕτως ἐνδύντες ὅτι καλλίστην κυανῆν στολήν, ἐπὶ τὰ τῶν ὁρκωμοσίων καύματα χαμαὶ καθίζοντες, νύκτωρ,  πᾶν τὸ περὶ τὸ ἱερὸν ἀποσβεννύντες πῦρ, ἐδικάζοντό τε καὶ ἐδίκαζον εἴ τίς τι παραβαίνειν αὐτῶν αἰτιῷτό τινα·","ork, wmnu, wmos",Poseidon,"This oath is accompanied by many rituals and sanctifying features. The ceremony is conducted in the sanctuary of Poseidon in the centre of the island. After a chosen bull has been slaughtered and its blood allowed to run on the column inscribed with the laws and oath (see oath id 3200), a libation of wine mixed with one blood clot for each man is poured over the sacrificial fire in golden cups. Once each has sworn the oath for himself and his future descendants, he drinks and dedicates the cup in the god's sanctuary, and then turns his attention to the banquet. When darkness falls and the sacrificial fire has died down, all don dark blue robes, seat themselves by the embers of their oath sacrifice, on the ground, extinguishing all the fire in the sanctuary and thus give and receive judgement."
209,Aeschylus,Eumenides,127,literary,Trag.,458,mythical time,Oath,n/a,Hypnos; Ponos,Hypnos; Ponos,unknown,An alliance will be formed,There will be no alliance,unknown,unknown,n/a,see remarks,n/a,"[That they will prevent the Furies from pursuing Orestes]
 Κλ. ὕπνος πόνος τε κύριοι συνωμόται
δεινῆς δρακαίνης ἐξεκήραναν μένος.",wmot,unknown,Clytemnestra here personifies Sleep and Toil in the powerful image of them having sworn a pact to thwart the vengeance sought by her Furies.
2040,Xenophon,Hellenica,7.4.20,literary,Hist.,385-354,ca.365 (366 to 365),Oath,Sparta,Representatives,Representatives,unknown,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,see remarks,unknown,[That they would have the same friends and enemies as the Spartans and would follow the Spartans whithersoever they might lead],summac,unknown,"Xenophon states that by 365 the Eleans were again allies of Sparta. 
For other references to the Peloponnesian League see oath id 1517."
,,,,,,,,,,,,,,,,,,,,,,,
874,Aristophanes,Wealth,394,literary,Comic.,388,388,Oath,Athens,Chremylus,Blepsidemus,n/a,n/a,n/a,unknown,unknown,yes,Blepsidemus begins to believe him,n/a,"[That Wealth is in his house]
 Πλοῦτος παρὰ σοί; 
  {ΧΡ.}  Νὴ τοὺς θεούς.",nh tous,The gods,"Blepsidemus is still not quite convinced, and Chremylus invokes a specific deity to prove the truth of his statement at oath id 875."
2294,Xenophon,Hiero,9.7,literary,dialogue,375-360s,478 to 470,Oath,Syracuse,Simonides,Hiero,n/a,n/a,n/a,n/a,n/a,yes,Emphasises the statement,unknown,"[That if prizes were offered for the tribe (etc.) that performed each public duty best, there would be much more despatch in starting for the appointed place, and greater promptness in the paying of war taxes whenever occasion required]
 καὶ ναὶ μὰ Δία ὁρμῷντό γ’ ἂν θᾶττον ὅποι δέοι, τιμῆς ὀρεγόμενοι, καὶ χρήματα θᾶττον <ἂν> εἰσφέροιεν, ὁπότε τούτου καιρὸς εἴη,",nai ma,Zeus,
1841,Thucydides,History,7.57.11,literary,Hist.,403-395,458/7 or 454/3 or 418/7 (458 to 417),Oath,Athens,Athenians; Representatives; Representatives,Athenians; Representatives; Representatives,unknown,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,see remarks,unknown,[? That they would defend each other],summac,unknown,"Thucydides lists the states that supported Athens against Syracuse at 7.57.1-11. He observes that some came as subjects, some as allies, and some as mercenaries. Thucydides includes the Egestans as allies. 
For other references to this alliance see oath id 87 and 298."
527,,IG II(2),"258, 11",inscriptional,Public,ante 336/5,Before 336/5 (336 to 330),Oath,Athens,Representatives; Representatives,Representatives; Representatives,unknown,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,unknown,unknown,[? That they would defend each other],ork,unknown,"In this very fragmentary text about an agreement between Athens and Chalcis, there is a brief reference to [τ]οὺς ὅρκο[υς]. A reference to the allies suggests that this decree can be dated to the time of the Second Athenian League."
1512,Anonymus Tragicus,Fragment 188b,fr. 188b,literary,Trag.,500-450,Mythical time,Oath,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,ork,unknown,This is a reference to someone who has trampled on their oaths. Cf. oath ids 1338 and 1381.
177,Euripides,Phoenissae,1677,literary,Trag.,?409/408,mythical time,Oath,Thebes,Antigone,Creon,n/a,n/a,n/a,unknown,unknown,yes,Prompts Creon to let Antigone leave as she wishes,n/a,"[That her marriage night will make her one of the Danaids (i.e. she will murder her husband if forced to marry)]
 Αν. νὺξ ἆρ’ ἐκείνη Δαναΐδων μ’ ἕξει μίαν. 
Κρ. εἶδες τὸ τόλμημ’ οἷον ἐξωνείδισεν;
Αν. ἴστω σίδηρος ὅρκιόν τέ μοι ξίφος.","istw, ork",Iron; SwordEpithet(s)Of oaths,Antigone's oath is conditional on her being forced to marry. Creon decides against this and so Antigone's oath does not need to be fulfilled.
3485,Ctesias,Persika,Fr. 28.1 Jacoby,literary,Hist.,398-383,401,Oath,Persia,Tissaphernes,Clearchus,unknown,Peace treaty will be formalised,Peace treaty will not be formalised,unknown,unknown,yes,See remarks in oath id 2111,unknown,[That he would not injure Clearchus and the Greeks],"ork, spond",unknown,"Ctesias reports here that after Clearchus and his generals had been seized and sent to the king in chains, contrary to solemn oaths, Clearchus asked for a comb and proceeded to comb his hair. As a measure of gratitude to Ctesias for providing the comb, he gave him a seal ring. See also oath id 2111 for details of the oath broken by Tissaphernes."
1142,,IC IV,"72, Col XI, ll 26-31",inscriptional,Public,about 450,About 450 (460 to 440),Oath,Gortyn,Judge (dikastes),unknown,unknown,He can make his judgement,He cannot make his judgement,unknown,unknown,n/a,unknown,unknown,[? That his verdict was true],omnu,unknown,"According to the text in all other cases other than those inscribed above the judges shall decide under oath (ὀμνὺς). 
See also oath id 1115."
1457,Ephippus,Kirke,fr. 11 K-A,literary,Comic.,380-330,380 to 330,Oath,unknown,unknown,unknown,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That the swearer wants to drink wine which is no more than 42% water- three parts water to four parts wine (whereas normal dilution would be 70-75%)]
 οἶνον πίοις ἂν ἀσφαλέστερον πολὺ 
ὑδαρῆ. {Β.} μὰ τὴν γῆν, ἀλλὰ τρία καὶ τέτταρα. 
{Α.} οὕτως ἄκρατον, εἰπέ μοι, πίει; {Β.} τί φής;",ma thn,Gaia,
198,Aeschylus,Septem Contra Thebas,42-48,literary,Trag.,467,mythical time,Oath,Thebes,Polynices; Amphiaraus; Parthenopaeus; Hippomedon; Capaneus; Eteoclus; Tydeus,World at large,unknown,Their dedication to the campaign is proven,Their dedication to the campaign is not proven,unknown,unknown,yes,Battle is assured.,n/a,"[That they will either raze the city of the Cadmeans to the ground, sacking it by force, or that they will die and mix their blood with the earth]
  ἄνδρες γὰρ ἑπτά, θούριοι λοχαγέται,
ταυροσφαγοῦντες ἐς μελάνδετον σάκος,
καὶ θιγγάνοντες χερσὶ ταυρείου φόνου,
῎Αρην ᾿Ενυὼ καὶ φιλαίματον Φόβον 
ὡρκωμότησαν, ἢ πόλει κατασκαφὰς
θέντες λαπάξειν ἄστυ Καδμείων βίαι,
ἢ γῆν θανόντες τήνδε φυράσειν φόνωι·",wrk,Ares; Enyo; PhobosEpithet(s)blood-loving,"The Seven swear either of two things, to annihilate the city or to die (cf. oath id 293). So death here will not be a consequence of breaking the oath, it is part of the oath itself. Compare the comic treatment of a ""slaughter"" over a shield in Aristophanes' Lysistrata (see oath id 1164), and note also the description of oath rituals among the Scythians by Herodotus (see oath id 1327). Oath sacrifices are performed over a shield also at oath id 2078. The oath statement of the Seven is similar to that of the Spartans attacking Messene, see oath id 3599."
